GlobalID,purpose,latitude,longitude
54703a26-43f4-4707-9e87-192b25c7a8e1,Regular,-41.32409451982563,174.8244214296397
1bf97abb-6a35-4181-b2d8-ede401bcfab0,Regular,-41.324124145591504,174.82453660654363
0835f6f4-35d3-405f-bc5b-10a5c9ad4c83,Regular,-41.3241489355373,174.82462615205577
9e74659d-9dd4-4188-a6b7-e780ab1b610d,Regular,-41.324173738566074,174.82471492494315
a9ffbd30-34db-444a-ac10-f413ca1f3689,Regular,-41.324193901665936,174.82480240942104
d46ab993-cdfe-4712-9e94-5701906fd244,Regular,-41.32421331685485,174.82490030279163
e3b07a36-e701-4faa-84f8-fe94fbe86180,Regular,-41.32422819709162,174.82499034504048
0256696b-deed-4362-9737-0107d023face,Regular,-41.32424239767852,174.8250865480476
ed0f1998-0619-4c22-b627-50f76c25a0be,Regular,-41.324256260989586,174.82524069000672
6aae63bd-b1c6-467e-aa48-df196fe43598,Regular,-41.32428811682583,174.82547221245426
c3b1eb66-2a0e-407b-b014-9112e3ad0f89,Regular,-41.324270160283056,174.82535581567427
5c125041-2f7e-4752-a8dd-54b4f7d13643,Regular,-41.324301489422325,174.825583846547
623bbc31-be68-48b4-b1c8-1fef625118b6,Regular,-41.324313452743695,174.82571089296155
26d51791-de32-4eda-833b-7ed8bb5f22ff,Regular,-41.324353716260596,174.82599982596537
290745d7-3577-4f9a-a7b9-b96751368873,Regular,-41.324362412330316,174.82607578684537
711399d7-1d93-4b38-8e40-9176a702abd6,Regular,-41.324378817633395,174.82617977886846
b5960195-4bd2-4a3e-b8e7-89b11aeb1f97,Regular,-41.32439747163098,174.8263255562957
50b6d598-5a68-4273-ab5b-f330f689c4a1,Regular,-41.324412246755976,174.8264588636605
a20404d7-3ff4-469f-8d65-3d4f81f6f061,Regular,-41.324426414707744,174.82659369904928
bae341aa-6d6a-4ac3-bbf1-ddabcf748c43,Regular,-41.324443641249545,174.82671934799407
ec02fd45-9680-40a3-9723-6e91405ff17d,Regular,-41.32445085301822,174.82681535762362
e18bd511-aa3b-47e0-b43e-5275608b8a21,Regular,-41.32456058555938,174.8269107534986
26fd5c20-7d09-4a4b-8095-7dfa30f6f737,Regular,-41.32455688537626,174.82677698327373
9c0672a9-54fd-4826-be6f-2db704b62181,Regular,-41.3245498075409,174.82667247833157
f6e34220-c6cc-4241-aaa4-d0e12ad63eb0,Regular,-41.32453704301279,174.82655931685073
0765b0c4-007a-4c23-a513-06765c3d1db6,Regular,-41.324501291155855,174.8262797806665
7f1f1c9f-8aa1-43f1-952e-c12ceea1a1f3,Regular,-41.32448602554619,174.82617736518046
f46765f3-e931-4378-ba1b-bc3aafa150e7,Regular,-41.324401974635165,174.82545453041078
302095af-321d-4f3e-84a5-809d2e3d0140,Regular,-41.324388381383066,174.82535679792403
a031087b-b439-492d-b68f-4c3389f4095d,Regular,-41.32436037413642,174.82517637706084
18c27d6c-f64c-4161-92f4-9c8e5f748c65,Regular,-41.32434682963286,174.82507555620438
9a81b412-e14d-45b2-9471-92f927a9410f,Regular,-41.324332592311016,174.8249816688084
26181a34-7c5e-416f-92e4-9f067d5fe6fe,Regular,-41.32431871693753,174.82490169945265
073b9a80-834f-4c87-96a6-836eaa71f995,Regular,-41.32430039239087,174.82480847112947
06188941-2715-43a0-a5b2-470baa009bb9,Regular,-41.32427351930345,174.82470341559073
7f85bcfb-cfa9-4af6-b991-d502a9f5c3ad,Regular,-41.32424579863683,174.82457824652593
19557566-4f75-4215-9401-3203023290d4,Regular,-41.32421766236577,174.82447933680373
8075327c-d4b8-4e9f-8aaf-afa865a5e219,Regular,-41.32418977092532,174.82436498001033
a4159143-9a0a-4ee3-bbe0-797a07494aaf,Regular,-41.32416949117226,174.82428483228074
5302122a-2ae6-49e2-9877-ac0ffda7f584,Regular,-41.32415471536067,174.82422492688832
0e2585c9-74fd-40c2-9a06-2ec94c2d386a,Regular,-41.32414062518098,174.8241584738456
5c5e19d9-e175-4298-94f8-3e96ad7868b0,Regular,-41.32411612263304,174.82408748034473
db163234-56bd-49c0-964e-1deeb41db2d9,Regular,-41.32409708024748,174.8240027313564
bd6be17b-d514-4958-a51d-8eb8220811c2,Regular,-41.32407237549208,174.82390778071422
b8434c10-aa0f-461a-a162-8e757eb132fa,Regular,-41.324031435818135,174.82377142686235
215655a8-dec6-4e3e-8f2e-ac7f6f5ac5cf,Regular,-41.324011510594126,174.82366888392426
391920d5-092b-48d2-9a56-46c717965e3b,Regular,-41.3240069141318,174.82337090346752
198a1863-887c-45b4-9452-b022cf233059,Regular,-41.32400167079441,174.82348124447049
0601c25f-e4e6-4987-8c6a-5eed066fdc31,Regular,-41.324010625220176,174.8232836994458
5d88fb5a-f47d-4ae9-9a3e-ffc86dfd3534,Regular,-41.32402763451557,174.8231659606893
586a6bff-2dc3-423d-b3d0-6c856b453348,Regular,-41.32403822269294,174.82308590108997
e84b54e0-205d-4a31-9ef9-d44925d70e1b,Regular,-41.32314899489454,174.8285752720968
a9c8b9dc-6a1d-4429-a1ef-4800cd4d1574,Regular,-41.323078849385034,174.8286045011706
86c1b1c3-d6d8-4354-b2c3-4d42bc5514fc,Regular,-41.32296065560502,174.8286437993734
c7af5049-3a9d-43a3-8c96-0d6ab45d934c,Regular,-41.322890856792405,174.8286692349112
93ff1fc6-e2ad-4132-abf5-2da991d2d3df,Regular,-41.32279337248287,174.82870454787965
87500b0e-270c-451a-9ed6-38a4bd7c0db9,Regular,-41.322728446154315,174.82873011955687
223e28f0-0f00-460b-bf81-bff4e125cab8,Regular,-41.32264823214193,174.82876134998858
d05ba35f-4b57-4be5-bc79-f8d71dea4f53,Regular,-41.322543485538965,174.8288025447353
1ebcef06-cc26-4844-81d6-c9526f809fc9,Regular,-41.32311850942946,174.82874331020005
8ae5c294-0315-4e4d-a7d8-d53fa45c3dad,Regular,-41.32301556099649,174.8287796102052
0dc0988c-271a-4734-9b30-f9bcfa008338,Regular,-41.32291174064309,174.82881664800567
1b7c55ae-e413-43dd-9a2a-93609f57f848,Regular,-41.32279380379701,174.82885785386068
b7816745-f862-4573-b2cf-588663c92f0f,Regular,-41.32272251120283,174.82888705159846
175e69b5-6d6b-420c-bcd5-b6b7faa6e1c1,Regular,-41.32249671491243,174.82968828589628
7b136444-5ce1-4787-8b46-758b1bb83055,Regular,-41.322479725268636,174.82960260556462
5608beb3-f2ee-46c7-a3ee-cc617db96bfb,Regular,-41.32246457824962,174.82952724615535
3a050d85-d917-4b1c-897b-ac7bb391fcd7,Regular,-41.32251852184375,174.82981727528437
a7a85392-08db-42c8-b896-d8d419724d13,Regular,-41.3225351282768,174.82990903132762
31ae2aac-6570-46b1-bfc7-04e0f7864d47,Regular,-41.32255073276777,174.8299916298813
165d6fcc-8fd2-4162-a678-b081487f041f,Regular,-41.32256973703819,174.83009486469496
990871d2-b38b-4680-b82c-3bf4b4e35f24,Regular,-41.32259427687904,174.8302286861726
19404fa8-7328-46b3-8588-c2b6250ed504,Regular,-41.322620367815176,174.83035513262118
ddbefde4-0364-417a-9a4e-0bc6873311d0,Regular,-41.3226540918418,174.8305424638786
372aa3c1-24e8-4535-9042-71755f6863f5,Regular,-41.322671044484764,174.83063042572277
11671e75-12fe-4062-96b2-45a091a3829f,Regular,-41.32245639494697,174.83002740871098
5dac0bcf-4a18-491f-9997-44b9ccf4ddb2,Regular,-41.322487115747855,174.83018726800822
1d6f1a02-6b4f-4526-ad48-3302ae9f36ac,Regular,-41.322498523854414,174.83026328283913
36b5d2dd-3e14-4230-84b7-0d86be1a81ab,Regular,-41.32252697641829,174.83040348886053
3971e797-4faf-42bb-afe6-2284fb672196,Regular,-41.32260849027446,174.8308446785203
30af3539-672b-4d30-bc82-7675d3d9aaa3,Regular,-41.322721743459226,174.83143041214743
bedc935b-6002-43af-984d-1f4f7f36a181,Regular,-41.32273153157039,174.83148807286665
58f152c0-2a23-475c-a15b-1d2bf7e325f3,Regular,-41.322743243535115,174.83154839575224
95cd8b4d-d3af-4e55-a935-ddf46bd0f81a,Regular,-41.322839067582315,174.8314719558545
4d9bf479-d92b-4039-8f68-5cd6eaa142b5,Regular,-41.322771753915674,174.8317064286109
7605f1b7-e176-442e-8387-b3b993f89359,Regular,-41.322787321037396,174.83178540895878
9e21d051-00e4-4c8e-b8a6-69f241cd82c5,Regular,-41.32280196116688,174.83185392911452
8e242d3b-828b-4011-9b39-11a09d8ef298,Regular,-41.322831912523846,174.8320037429031
9306e5bf-425a-412d-a7b4-083bdb12eeae,Regular,-41.322851003215,174.8320947044913
57bc7f60-380b-4451-a435-e665be3101f5,Regular,-41.32286646767507,174.83218005884757
75094ff3-e771-47ee-8165-65dd77266861,Regular,-41.32289678801425,174.8323478520178
f5db2b48-4469-4018-ab0c-16fc8c51359c,Regular,-41.32299973759038,174.8322904513837
d17ebda6-eb4d-440e-8ddb-35c6eb2c9615,Regular,-41.32295612605397,174.83206547828755
5427cb98-8f41-4f42-9dba-0fb9a7ea2f19,Regular,-41.322939025780514,174.83198674505547
751d3109-15a2-4bcf-8f42-820504ff9aec,Regular,-41.32292742244917,174.83191961333938
38cf6a8b-4773-46b6-9be5-4d57ba439675,Regular,-41.322908312086646,174.8318161868825
7ed22794-caf1-49c1-ae68-be88f15e7279,Regular,-41.32286926359344,174.8316201813399
a675cf8c-fa22-4c99-b2b0-90631f512f19,Regular,-41.31836362460924,174.81978411590563
a71b3af0-6b26-4936-a8dd-f8f5af738e41,Regular,-41.318420286598936,174.81979984646404
a60c1858-f5eb-451f-ab3a-711f2c2274f1,Regular,-41.3184914469687,174.81982659565296
6dbb1531-414f-4cd6-b854-189cd8deafa0,Regular,-41.31854152598578,174.8198368361101
14f703ce-a8f8-45d9-b45d-88bb6790b3c0,Regular,-41.3186703115177,174.8198746248866
91fce593-e82a-42e3-8dfc-c8e8d7238f8b,Regular,-41.31820803192775,174.81986706966214
3fbf9722-9559-4caf-be8c-c7e3f041e52d,Regular,-41.318255350992025,174.81988312927342
59de7eda-88cb-4c31-9af6-65b71af66535,Regular,-41.318321715842075,174.81990384786175
0ca03d97-2376-47d7-92a4-ecb6143d2226,Regular,-41.31838059980022,174.8199196403425
6f0bd291-edd0-42ba-95d0-f3cb8c894e5c,Regular,-41.318455880558766,174.81993883772125
a0c705af-12af-420a-a0ce-55bc65e6a2b3,Regular,-41.318501913733904,174.8199519142683
89b4d9b3-0e25-4424-8792-15b90e000e8f,Regular,-41.318553205823626,174.8199698539783
cb03d463-067d-460a-94e4-fd01520ce5a2,Regular,-41.31866788175164,174.82000017396925
e3626cda-1a20-436d-98de-07650455bcba,Regular,-41.31871831227132,174.82001632158384
fa89187d-6e15-4ea8-bebb-fd43d71a2004,Regular,-41.318766586081715,174.82002828020006
01ce7900-25b7-4bc1-b6e4-d0a3c99e86ee,Regular,-41.31877123876881,174.81990279278614
22572371-d066-4f34-84cf-f07ee1efec3d,Regular,-41.31881149461964,174.81991570741812
474802ad-96df-4174-bcf2-904d1e86b777,Regular,-41.31885847235374,174.8199252715021
1d079e7f-516f-411b-ac81-d44258ff84dc,Regular,-41.31882722949942,174.8200453010841
941eafaa-f377-417a-baca-f9a072faab02,Regular,-41.318874595127916,174.82005841487114
5a12b91b-ce8c-4c80-9c19-979caf41e9b7,Regular,-41.31892109170281,174.82007032409155
b7f9381a-358d-44bf-a151-2375bf33535a,Regular,-41.31890268078126,174.8199412459657
e720a316-83aa-403a-9bf9-f8f2e7db47e1,Regular,-41.319030652238716,174.81997429449845
9ceb3e03-56d0-4882-ab5a-aea54d1a8046,Regular,-41.31908782330643,174.81998591173848
0ebec3b2-f4bf-4cd2-b9ae-7dacaaec8e97,Regular,-41.31900479786523,174.82009093551181
2c012027-b779-46b0-aee7-c9269d53403b,Regular,-41.319106122284566,174.82012206358394
0688a087-e9d2-40fc-9178-1a961522064e,Regular,-41.31915173023505,174.82013394816667
09044704-705f-4d75-9071-9409ac79d0b1,Regular,-41.31925088768604,174.82016147843595
3e5c8bb3-fa85-4d90-aa6c-7648e42cccbd,Regular,-41.319169149000686,174.82001648195305
4b2d2cf2-5e4d-4320-b9cf-6859347131c1,Regular,-41.31930840182916,174.82017959170693
943a873d-232d-4ced-8862-ea3df0eb1967,Regular,-41.31935801829776,174.8201909989262
3dcbdc80-4b77-481f-9013-a675221ebc03,Regular,-41.31943239172698,174.8202113509083
21d34950-d4bc-4294-84c1-8fc5e6c3dd9c,Regular,-41.319485895511875,174.82022994286658
3e6385ac-5f1f-420a-a04d-a7cd3be64b11,Regular,-41.319395852682334,174.82007586994794
137ff631-c08b-4ad1-85f5-422c8e15ae2f,Regular,-41.31946535604948,174.8200949070597
ae2689e8-8591-4c1c-9012-a249df37c4fa,Regular,-41.31953786833895,174.82012051544592
89ca6041-157e-47ca-808a-918f74ebc731,Regular,-41.319538188047645,174.82024083443602
ed34dc10-fc0f-4daf-a64c-d9d39e1cecab,Regular,-41.31959792323871,174.820259010879
1213cd20-3b6f-441f-8888-a8532732227c,Regular,-41.31965636326586,174.82027479167357
24de7d50-12ea-47c0-b76c-cd4906f4a270,Regular,-41.31967915298602,174.8201551144433
42e0fd3f-9bbc-4c42-b469-8abdf7935ab9,Regular,-41.31982432582029,174.82019689954618
8530cd64-9194-4030-af1f-36df99cdcaa7,Regular,-41.31977458511388,174.82030580049206
60a3d473-1050-49b0-b70e-da9a273397e5,Regular,-41.319824636105466,174.82031780901008
678d2820-7aab-49f1-8196-78026cd8f6a4,Regular,-41.31988081592202,174.8203358866502
ea7b143e-3ee8-4d6a-8b78-e51aa32636e7,Regular,-41.319948588631064,174.82035192736498
69136b17-eb4a-4089-95d0-f62b10a3bba6,Regular,-41.32001008327713,174.82037133223838
711ab9ad-3eaf-4cc7-89b2-f9d089ca1135,Regular,-41.31998637746853,174.82023974484773
465709b3-e78d-443b-b4ff-31e9c981a2d6,Regular,-41.32003192853784,174.82025516698684
9864fc50-5bab-4436-99cf-747a831cb6ac,Regular,-41.3201067000735,174.82027847902825
02091b50-eb26-4671-afac-e697cd1b712e,Regular,-41.32015719580265,174.8202905011693
b1b418d1-8e1f-4ab2-9c1b-f5d4ef17a7ed,Regular,-41.320305874634535,174.82027930474143
213af486-bd1a-41ff-90e6-339ae062ca88,Regular,-41.320134442340404,174.82040782057788
b4e99cca-59ec-4301-90ba-93ca0634b1d7,Regular,-41.320193873541974,174.8204171416875
7686f3f2-12c8-4627-aa60-86fc87781339,Regular,-41.320243751118426,174.82041204252695
8fb3e10c-4df2-489a-8a1e-4b189d177870,Regular,-41.32039631482593,174.8202676676857
1b55bec8-b0a1-4d43-9d7d-86c989a73cea,Regular,-41.320443610472545,174.82025718938405
d625f636-7945-4bbb-bbe6-06b3d33f3632,Regular,-41.32039310695411,174.8203861218102
663c4b67-ff26-43ad-8575-da2f26d7a13f,Regular,-41.32044523539437,174.82037931582187
cab92a3b-f92f-4d61-b08f-cc45ac4192a5,Regular,-41.32049470550586,174.82037184680746
0e938ab9-44f3-441b-b193-081a09fdb023,Regular,-41.320534579353925,174.82024025864206
fc1ca633-e5b1-4114-872b-2c85faf7e044,Regular,-41.3205848923477,174.82023576166438
93485ee7-bbf0-4b04-8e2f-4fe1c244e6de,Regular,-41.32060393323199,174.8203530659856
f53431d3-fcd2-4c27-9699-ca9a1668c1ca,Regular,-41.320644051997164,174.82034651587628
3a554d24-b5a7-4b21-be0e-34c8eb748c9d,Regular,-41.320685050961956,174.82034057928243
bb3f2fe3-bfb1-4f88-bd6a-b5f3b4579d78,Regular,-41.320730058453165,174.8203341652386
bc875eeb-e95c-4c37-8207-3a850ddcb488,Regular,-41.32078396321649,174.820327408628
fc03d251-f72f-40d2-beb5-d40bb35ea765,Regular,-41.32077170016232,174.82020321600416
90142d9b-7790-4120-b6eb-e48b1b5c4cd5,Regular,-41.3208679745405,174.82018820224798
d96e8137-4553-44b4-b6ff-b03d8b0f428e,Regular,-41.3208472761643,174.82031619692134
ae75a847-da50-48b1-9a29-f940f014245c,Regular,-41.32090565377602,174.8203077953286
b46e599b-6fa3-4e90-95c6-20de15d74b56,Regular,-41.320966924971586,174.8201726739112
833e8e2e-8ec4-4b86-bce2-0cc82b3bfd0e,Regular,-41.321018182530246,174.82016466422544
44af2f10-92e5-44dc-bc0d-a6668cf0563a,Regular,-41.32107567993152,174.8201556489565
f9a66601-45e6-477b-a250-b7a15bd46b23,Regular,-41.32112696546613,174.8201458705586
